author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28
"Alier Forment, Marc","Casan Guerrero, Maria Jose","Conde Gonzalez, Miguel Angel","Garcia Penalvo, Francisco Jose","Severance, Charles",,,,,,,,,,,,,,,,,,,,,,,
"Blaga, Mirela","Harlock, Simon",,,,,,,,,,,,,,,,,,,,,,,,,,
"Casany Guerrero, Maria Jose","Alier Forment, Marc","Conde Gonzalez, Miguel Angel","Garcia Penalvo, Francisco Jose",,,,,,,,,,,,,,,,,,,,,,,,
"Chimalakonda, Sridhar","Nori, Kesav V",,,,,,,,,,,,,,,,,,,,,,,,,,
"Edouard, Guevart","Dominique, Billot","Moussiliou, Paraiso Noel","Francis, Guillemin","Khaled, Bessaoud","Serge, Briancon",,,,,,,,,,,,,,,,,,,,,,
"Einarson, Elisabeth","Moen, Anne","Kolberg, Ragnhild","Flingtorp, Gry","Linnerud, Eva",,,,,,,,,,,,,,,,,,,,,,,
"Ermalai, Iasmina","Vasiu, Radu",,,,,,,,,,,,,,,,,,,,,,,,,,
"Holmes, Bryn","Huet, Isabel","Leahy, Denise","Gardner, John","Dolan, Dudley","Tavares, Jose",,,,,,,,,,,,,,,,,,,,,,
"Hwang, Wu-Yuin","Hsu, Jung-Lung","Tretiakov, Alexei","Chou, Huey-Wen","Lee, Ching-Yuan",,,,,,,,,,,,,,,,,,,,,,,
"Levinsen, Karin Tweddell",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lin, Fan-Yu","Liu, Ying-Hsiu",,,,,,,,,,,,,,,,,,,,,,,,,,
"Madsen, Kurt E",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meyer, Gilles","Journee, Michel","Bonnabel, Silvere","Sepulchre, Rodolphe",,,,,,,,,,,,,,,,,,,,,,,,
"Michinov, Nicolas","Michinov, Estelle",,,,,,,,,,,,,,,,,,,,,,,,,,
"Moen, Anne","Nygard, Kathrine A","Gauperaa, Torunn",,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Gary R","Anglin, Gary J",,,,,,,,,,,,,,,,,,,,,,,,,,
"Munoz, Carlos","Angel Conde, Miguel","Garcia Penalvo, Francisco J",,,,,,,,,,,,,,,,,,,,,,,,,
"Narasimharao, B Panduranga",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Osborne, Randall E","Kriese, Paul","Tobey, Heather","Johnson, Emily",,,,,,,,,,,,,,,,,,,,,,,,
"Rekkedal, Torstein","Dye, Aleksander",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sandars, John","Walsh, Kieran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Olga C","Boticario, Jesus G",,,,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Olga C","Boticario, Jesus G",,,,,,,,,,,,,,,,,,,,,,,,,,
"Schroeder, Ulrik",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Srinivasan, Padmapriya","McLoughlin, I V","Lin, W S",,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Xiaoran","Yaman, Banu","Bayrak, Coskun",,,,,,,,,,,,,,,,,,,,,,,,,
Anshu,"Bansal, Payal","Mennin, Stewart G","Burdick, William P","Singh, Tejinder",,,,,,,,,,,,,,,,,,,,,,,
"Nzimande, Sibongile","Stilwell, Christine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Portree, Martha","Evans, R Sean","Adams, Tina M","Doherty, John J",,,,,,,,,,,,,,,,,,,,,,,,
"Vasu, Michael L","Ozturk, Ali O",,,,,,,,,,,,,,,,,,,,,,,,,,
"Weiner, Elizabeth E",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Willson, Richard W",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ayeh, Julian Kwabena",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donciu, C","Temneanu, M",,,,,,,,,,,,,,,,,,,,,,,,,,
"Schrader, Thomas","Kldiashvili, Ekaterina",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hayes, Barry","Ringwood, John V",,,,,,,,,,,,,,,,,,,,,,,,,,
"Yang, Min",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Akiyama, Hidenori","Teramoto, Akemi","Kozono, Kazutake",,,,,,,,,,,,,,,,,,,,,,,,,
"Shea, Carole A",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Agrawal, Jai P","Cherner, Yakov E",,,,,,,,,,,,,,,,,,,,,,,,,,
"Brady, Aoife","Conlan, Owen","Wade, Vincent","Dagger, Declan",,,,,,,,,,,,,,,,,,,,,,,,
"Burge, Liz",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dollar, Anna","Steif, Paul S",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ganchev, Ivan","Stojanov, Stanimir","Meere, Damien","ODroma, Martin",,,,,,,,,,,,,,,,,,,,,,,,
"Germanakos, Panagiotis","Belk, Mario","Tsianos, Nikos","Lekkas, Zacharias","Mourlas, Constantinos","Samaras, George",,,,,,,,,,,,,,,,,,,,,,
"Gorgan, Dorian","Stefanut, Teodor",,,,,,,,,,,,,,,,,,,,,,,,,,
"Grisham, William","Schottler, Natalie A","Krasne, Franklin B",,,,,,,,,,,,,,,,,,,,,,,,,
"Hadsell, Raia","Erkan, Ayse","Sermanet, Pierre","Scoffier, Marco","Muller, Urs","LeCun, Yann",,,,,,,,,,,,,,,,,,,,,,
"Jeng, Yu-Lin","Huang, Tien-Chi","Huang, Yueh-Min",,,,,,,,,,,,,,,,,,,,,,,,,
"Jugureanu, Radu","Istrate, Olimpius","Georgescu, Ilinca",,,,,,,,,,,,,,,,,,,,,,,,,
"Jurado, Francisco","Molina, Ana I","Giraldo, William J","Redondo, Miguel A","Ortega, Manuel",,,,,,,,,,,,,,,,,,,,,,,
"Kalkan, Habil","Ince, Nuri Firat","Tewfik, Ahmed H","Yardimci, Yasemin","Pearson, Tom",,,,,,,,,,,,,,,,,,,,,,,
"Karagiannis, Dimitris","Waldner, Florian","Stoeger, Anita","Nemetz, Martin",,,,,,,,,,,,,,,,,,,,,,,,
"Lee, Habin","Kim, Jong Woo","Hackney, Ray",,,,,,,,,,,,,,,,,,,,,,,,,
"Luschei, Thomas F","Dimyati, Surachman","Padmo, Dewi",,,,,,,,,,,,,,,,,,,,,,,,,
"Malsch, Ineke",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martinovic, Jan","Drazdilova, Pavla","Slaninova, Katerina","Snasel, Vaclav",,,,,,,,,,,,,,,,,,,,,,,,
"McKenzie, Neil","Marwick-Johnstone, Benjie",,,,,,,,,,,,,,,,,,,,,,,,,,
"Minovic, Miroslav","Milovanovic, Milos","Lazovic, Miroslav","Starcevic, Dusan",,,,,,,,,,,,,,,,,,,,,,,,
"Morales Morgado, Erla M","Garcia Penalvo, Francisco J","Barron Ruiz, Angela","Rego, Hugo","Moreira, Tiago",,,,,,,,,,,,,,,,,,,,,,,
"Murphy, Christian","Phung, Dan","Kaiser, Gail",,,,,,,,,,,,,,,,,,,,,,,,,
"Nordmann, Marco","Neumann, Jens",,,,,,,,,,,,,,,,,,,,,,,,,,
"Paraschiv, Nicolae","Popovici, Silviu","Stoica, Doru","Georgescu, Alexandru",,,,,,,,,,,,,,,,,,,,,,,,
"Pongpech, Alex","Sadiq, Shazia W","Orlowska, Maria E",,,,,,,,,,,,,,,,,,,,,,,,,
"Sammour, George","Schreurs, Jeanne","Zoubi, Abdullah Y","Vanhoof, Koen",,,,,,,,,,,,,,,,,,,,,,,,
"Santos, Olga C",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spinello, Elio F","Fischbach, Ronald",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Zhiwen",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whelan, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zouaq, Amal","Nkambou, Roger","Frasson, Claude",,,,,,,,,,,,,,,,,,,,,,,,,
"Sarmet, Mauricio Miranda","Abrahao, Julia Issy",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rieck, Susan","Crouch, Laura",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bishop, Tana M",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hall, Janis L",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kendall, Janet Ross",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matkin, Gary W",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Offerman, Michael J",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ragan, Lawrence C",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruce, T Joyce",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gorges, Karin","Broeker, Thomas","Kornadt, Oliver",,,,,,,,,,,,,,,,,,,,,,,,,
"Westera, Wim",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ali, Ahmed",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bauerova, Danuse","Sein-Echaluce, Maria Luisa",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhattacharya, Madhumita","Hartnett, Maggie",,,,,,,,,,,,,,,,,,,,,,,,,,
"Burgos, Daniel","Tattersall, Colin","Koper, Rob",,,,,,,,,,,,,,,,,,,,,,,,,
"Calvo, Rafael","Ellis, Robert","Carroll, Nicholas","Markauskaite, Lina",,,,,,,,,,,,,,,,,,,,,,,,
"Conlan, Owen","OKeeffe, Ian","Brady, Aoife","Wade, Vincent",,,,,,,,,,,,,,,,,,,,,,,,
"Ferretti, Stefano","Mirri, Silvia","Roccetti, Marco","Salomoni, Paola",,,,,,,,,,,,,,,,,,,,,,,,
"Jennings, Audrey","Mullally, Alan","OConnor, Catherine","Dolan, Dudley","Parkinson, Adrian","Redmond, James A",,,,,,,,,,,,,,,,,,,,,,
"Jossif, A","Pattichis, C S","Kyriakides, M","Pitsillides, A","Kyriacou, E","Dikaiakos, M",,,,,,,,,,,,,,,,,,,,,,
"Jurado, Francisco","Redondo, Miguel A","Ortega, Manuel",,,,,,,,,,,,,,,,,,,,,,,,,
"Lappas, Georgios",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lemnitzer, Lothar","Vertan, Cristina","Killing, Alex","Simov, Kiril","Evans, Diane","Cristea, Dan","Monachesi, Paola",,,,,,,,,,,,,,,,,,,,,
"Logofatu, Michaela","Dumitrache, Anisoara","Gheorghe, Mihaela",,,,,,,,,,,,,,,,,,,,,,,,,
"Martin, Ludivine","Gutierrez y Restrepo, Emmanuelle","Barrere, Carmen","Rodriguez Ascaso, Alejandro","Santos, Olga C","Boticario, Jesus G",,,,,,,,,,,,,,,,,,,,,,
"McCarthy, John","Light, Janice","McNaughton, David",,,,,,,,,,,,,,,,,,,,,,,,,
"Mitchell, T V","Gadbury-Amyot, C C","Bray, K K","Simmer-Beck, M",,,,,,,,,,,,,,,,,,,,,,,,
"Patel, Reena",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pohl, Hans-Martin","Tulinska, Patrycja","Milde, Jan-Torsten",,,,,,,,,,,,,,,,,,,,,,,,,
"Redmond, J A","Parkinson, A","Mullally, A","Dolan, D",,,,,,,,,,,,,,,,,,,,,,,,
"Russell, Cherry","Mahony, Mary Jane","Hughes, Ian","Kendig, Hal",,,,,,,,,,,,,,,,,,,,,,,,
"Settle, Amber","Settle, Chad",,,,,,,,,,,,,,,,,,,,,,,,,,
Sui Jing,Yu Jiancheng,Sui Jie,,,,,,,,,,,,,,,,,,,,,,,,,
"Tompkins, Catherine J","Weinreich, Donna M",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lahman, Maria K E","DAmato, Rik Carl","Stecker, Steffanie","McGrain, Elizabeth",,,,,,,,,,,,,,,,,,,,,,,,
"Sweeney, Nancy M","Saarmann, Lembi","Seidman, Robert","Flagg, Joan",,,,,,,,,,,,,,,,,,,,,,,,
"Burton, Sarah K","Blanton, Susan H","Culpepper, Brandt","White, Karl R","Pandya, Arti","Nance, Walter E","Arnos, Kathleen S",,,,,,,,,,,,,,,,,,,,,
"Williams, B","Upchurch, J",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fay, Vaunette P","Johnson, Janet","Selz, Nina",,,,,,,,,,,,,,,,,,,,,,,,,
"Alsharif, NZ","Schwartz, AH","Malone, PM","Jensen, G","Chapman, T","Winters, A",,,,,,,,,,,,,,,,,,,,,,
"Caballero, M Erika","San Martin, V Ana Maria","Reyes, A Cecilia",,,,,,,,,,,,,,,,,,,,,,,,,
"Cardinali, Fabrizio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gonzalez de Miguel, Ana M",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jou, M","Zhang, HW",,,,,,,,,,,,,,,,,,,,,,,,,,
"Jurado, Francisco","Redondo, Miguel A","Ortega, Manuel",,,,,,,,,,,,,,,,,,,,,,,,,
"Kawatra, P S","Singh, Neeraj Kumar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kim, Jeong-Sun","Koh, Myeung-Sook","Sun, Kwang-Soon",,,,,,,,,,,,,,,,,,,,,,,,,
"Kramer, BJ","Strohlein, G",,,,,,,,,,,,,,,,,,,,,,,,,,
Liu Yintao,Zheng Li,Yang Fang,Li Li,,,,,,,,,,,,,,,,,,,,,,,,
"Logofatu, Bogdan","Boboc-Corcotoi, Alina","Logofatu, Michaela",,,,,,,,,,,,,,,,,,,,,,,,,
"Mahler, Tobias","Arenas, Alvaro","Schubert, Lutz",,,,,,,,,,,,,,,,,,,,,,,,,
"OGrady, Laura A",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OKeeffe, Ian","Conlan, Owen","Wade, Vincent",,,,,,,,,,,,,,,,,,,,,,,,,
"Radenovic, Aleksandar","Kalauz, Sonja",,,,,,,,,,,,,,,,,,,,,,,,,,
"Schrader, Ulrich",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Staccini, Pascal","Joubert, Michel","Fieschi, Marius",,,,,,,,,,,,,,,,,,,,,,,,,
"Stewart, Stephanie","Chappy, Sharon","Zachman, Pam","Pope, Dawn",,,,,,,,,,,,,,,,,,,,,,,,
"Zouaq, Amal","Frasson, Claude","Nkambou, Roger",,,,,,,,,,,,,,,,,,,,,,,,,
"Faulk, D","Ternus, MP",,,,,,,,,,,,,,,,,,,,,,,,,,
"Huggins, Jane","Morris, John","Peterson, C Erik",,,,,,,,,,,,,,,,,,,,,,,,,
"Owens, JK","Jacobson, AF","Flenoury, Y","Hughes, S","Long, P","Thornton, M","Weinberg, M",,,,,,,,,,,,,,,,,,,,,
"Arrigo, M",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Babich, A","Senk, D","Gudenau, HW","Mavrommatis, K","Spaniol, O","Babich, Y","Formoso, A",,,,,,,,,,,,,,,,,,,,,
"Bergtholdt, M","Schnorr, C",,,,,,,,,,,,,,,,,,,,,,,,,,
"Castro, F","Vellido, A","Nebot, A","Minguillon, J",,,,,,,,,,,,,,,,,,,,,,,,
"Eguizabal, L","Lago, A","Rodriguez, L","Penalver, C","Nogueiras, A",,,,,,,,,,,,,,,,,,,,,,,
"Fraser, Danae Stanton","Smith, Hilary","Tallyn, Ella","Kirk, Dave","Benford, Steve","Rowland, Duncan","Paxton, Mark","Price, Sara","Fitzpatrick, Geraldine",,,,,,,,,,,,,,,,,,,
"Keil-Slawik, R","Hampel, T","Essmann, B",,,,,,,,,,,,,,,,,,,,,,,,,
"Kim, K","Whang, EJ","Park, CW","Kim, E","Park, M",,,,,,,,,,,,,,,,,,,,,,,
"Loidl, S","Muhlbacher, J","Schauer, H",,,,,,,,,,,,,,,,,,,,,,,,,
"Ng, SC","Choy, SO","Kwan, R","Tsang, YC",,,,,,,,,,,,,,,,,,,,,,,,
"Paulsson, Fredrik","Engman, Jonas",,,,,,,,,,,,,,,,,,,,,,,,,,
"Raghavendra, BS","Narayanan, CK","Sita, G","Ramakrishnan, AG","Sriganesh, M",,,,,,,,,,,,,,,,,,,,,,,
"Soh, LK","Zhang, XS","Liu, XL","Jiang, H",,,,,,,,,,,,,,,,,,,,,,,,
"Westera, W","Brouns, F","Pannekeet, K","Janssen, J","Manderveld, J",,,,,,,,,,,,,,,,,,,,,,,
"Wu, YFB","Chen, X",,,,,,,,,,,,,,,,,,,,,,,,,,
"Yukawa, Joyce",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leech, LL","Holcomb, JM",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hamilton, Sue","Martin, Jeff","Guyot, Melissa","Trifonopoulos, Mary","Caughey, Amy","Chan, Hing Man",,,,,,,,,,,,,,,,,,,,,,
"Babich, A","Mavrommatis, K","Senk, D","Gudenau, HW",,,,,,,,,,,,,,,,,,,,,,,,
"Balzert, H","Balzert, H","Zwintzscher, O",,,,,,,,,,,,,,,,,,,,,,,,,
"Farel, AM","Paliulis, SC",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruce, Maureen L","Klonoski, Ed",,,,,,,,,,,,,,,,,,,,,,,,,,
"De Nicola, A","Missikoff, M","Schiappelli, F",,,,,,,,,,,,,,,,,,,,,,,,,
"Derntl, M",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flor, T",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Giani, Umberto",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hyer, Kathryn","Taylor, Heidi H","Nanni, Kennith",,,,,,,,,,,,,,,,,,,,,,,,,
"Mallinson, B","Sewry, D",,,,,,,,,,,,,,,,,,,,,,,,,,
"Motschnig-Pitrik, R",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakada, K","Akutsu, T","Walton, C","Fujii, S","Ichimura, H","Yamada, K","Yoshida, K",,,,,,,,,,,,,,,,,,,,,
"Shade, Stacy Deck","Barber, Gerard M",,,,,,,,,,,,,,,,,,,,,,,,,,
"Uranus, Selman",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xuan, W","Li, Z","Fang, Y",,,,,,,,,,,,,,,,,,,,,,,,,
"Stausberg, A","Bilir, H","Waydhas, C","Ruchholtz, S",,,,,,,,,,,,,,,,,,,,,,,,
"Chan, ATS","Cao, JN","Liu, CK","Cao, WD",,,,,,,,,,,,,,,,,,,,,,,,
"Crammer, K","Singer, Y",,,,,,,,,,,,,,,,,,,,,,,,,,
"Desobry, F","Davy, M",,,,,,,,,,,,,,,,,,,,,,,,,,
"Maurer, H",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Redol, J","Simoes, D","Carvalho, A","Pascoa, H","Coelho, J","Grave, P","Luis, R","Horta, N",,,,,,,,,,,,,,,,,,,,
"Reid, IC",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanz, PJ","Marin, R","Sanchez, JS",,,,,,,,,,,,,,,,,,,,,,,,,
"Yau, JCK","Hui, LCK","Cheung, B","Yiu, SM",,,,,,,,,,,,,,,,,,,,,,,,
"Zdravkova, K","Bothe, K","Budimac, Z",,,,,,,,,,,,,,,,,,,,,,,,,
"Koestler, Jennifer L",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baker, C A",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meachen, E W",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coman, PG",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kam, Y","Cheong, S","Chien, S","You, A",,,,,,,,,,,,,,,,,,,,,,,,
"Patel, G","Tabrizi, MHN",,,,,,,,,,,,,,,,,,,,,,,,,,
"Read, T","Barcena, E","Barros, B","Verdejo, F",,,,,,,,,,,,,,,,,,,,,,,,
"Riedel, T",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sumner, J","Dewar, K",,,,,,,,,,,,,,,,,,,,,,,,,,
"Yang, SH","Alty, JL",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ritchie, G","Peters, S",,,,,,,,,,,,,,,,,,,,,,,,,,
"Browne, M","Hannigan, C",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fourie, I",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hansen, C",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spodark, E",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geer, IW","Blair, BA","Ficek, MM","Weinbeck, RS","Brey, JA","Hopkins, EJ","Moran, JM",,,,,,,,,,,,,,,,,,,,,
"Jiang, GR","Lan, JQ","Zhuang, XH",,,,,,,,,,,,,,,,,,,,,,,,,
"Moonen, J",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Riordan, J",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knous, BL",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blum, A","Chalasani, P",,,,,,,,,,,,,,,,,,,,,,,,,,
"Eastmond, D",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heck, BS","Poindexter, SE","Garcia, RC",,,,,,,,,,,,,,,,,,,,,,,,,
"Latchman, HA","Gillet, D",,,,,,,,,,,,,,,,,,,,,,,,,,
"Macklin, AS","Reynolds, LJ","Curl, SR","Mai, BA",,,,,,,,,,,,,,,,,,,,,,,,
"Smyth, JB",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Barron, T",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Filler, TJ","Abele, H","Vollmar-Hesse, I","Peuker, ET",,,,,,,,,,,,,,,,,,,,,,,,
"Ou, KL","Chang, CK","Chen, GD",,,,,,,,,,,,,,,,,,,,,,,,,
"Gulbahar, Yasemin","Alper, Ayfer",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mena-Torres, Dayrelis","Aguilar-Ruiz, Jesus S",,,,,,,,,,,,,,,,,,,,,,,,,,
"Garcia, I A","Pacheco, C L","Garcia, J N",,,,,,,,,,,,,,,,,,,,,,,,,
"Rogez, Gregory","Rihan, Jonathan","Guerrero, Jose J","Orrite, Carlos",,,,,,,,,,,,,,,,,,,,,,,,
"Settapat, Sittapong","Achalakul, Tiranee","Ohkura, Michiko",,,,,,,,,,,,,,,,,,,,,,,,,
"Newland, Barbara","Byles, Linda",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chen, Sheng-Chang","She, Hsiao-Ching","Chuang, Ming-Hua","Wu, Jiun-Yu","Tsai, Jie-Li","Jung, Tzyy-Ping",,,,,,,,,,,,,,,,,,,,,,
"Fryer, Luke K","Bovee, H Nicholas","Nakao, Kaori",,,,,,,,,,,,,,,,,,,,,,,,,
"Menn, Mindy","Chaney, J Don",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mitic, Marko","Miljkovic, Zoran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wan, Shaohua","Aggarwal, J K",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lam, Paul","McNaught, Carmel","Lee, Jack","Chan, Mavis",,,,,,,,,,,,,,,,,,,,,,,,
"Loncar, Michael","Barrett, Neil E","Liu, Gi-Zen",,,,,,,,,,,,,,,,,,,,,,,,,
"Torres-Ramirez, M","Garcia-Domingo, B","Aguilera, J","de la Casa, J",,,,,,,,,,,,,,,,,,,,,,,,
"Blackman, Ian R","Mannix, Trudi","Sinclair, Peter M",,,,,,,,,,,,,,,,,,,,,,,,,
"Capriles-Quiros, Jose A","McCoy, H Virginia","Darrow, William W","Rios, Ruth E","Rubens, Muni","Silva-Suarez, Georgina","Hughes, Shannon",,,,,,,,,,,,,,,,,,,,,
"Hachey, Alyse C","Wladis, Claire W","Conway, Katherine M",,,,,,,,,,,,,,,,,,,,,,,,,
"Kenefick, Hope Worden","Ravid, Sharon","MacVarish, Kathleen","Tsoi, Jennifer","Weill, Kenny","Faye, Elizabeth","Fidler, Anne",,,,,,,,,,,,,,,,,,,,,
"Millery, Mari","Hall, Michelle","Eisman, Joanna","Murrman, Marita",,,,,,,,,,,,,,,,,,,,,,,,
"Xia, Hao","Hoi, Steven C H","Jin, Rong","Zhao, Peilin",,,,,,,,,,,,,,,,,,,,,,,,
"Yuan, Mingxin","Cheng, Shuai","Jiang, Yafeng","Wang, Sunan",,,,,,,,,,,,,,,,,,,,,,,,
"Wootten, Addie C","Abbott, Jo-Anne M","Chisholm, Katherine E","Austin, David W","Klein, Britt","McCabe, Marita P","Meyer, Denny","Costello, Anthony J","Murphy, Declan G",,,,,,,,,,,,,,,,,,,
"Cochran, Justin D","Campbell, Stacy M","Baker, Hope M","Leeds, Elke M",,,,,,,,,,,,,,,,,,,,,,,,
"Evans, Alison M","Ellis, Gemma","Norman, Sharon","Luke, Karl",,,,,,,,,,,,,,,,,,,,,,,,
"Kagan, Eugene","Ben-Gal, Irad",,,,,,,,,,,,,,,,,,,,,,,,,,
Kan Qian,"McCormick, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,
"Meskill, Carla","Anthony, Natasha",,,,,,,,,,,,,,,,,,,,,,,,,,
"Qiu, Mingzhu","Hewitt, Jim","Brett, Clare",,,,,,,,,,,,,,,,,,,,,,,,,
"Stuart, Andrew",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tobarra, Llanos","Robles-Gomez, Antonio","Ros, Salvador","Hernandez, Roberto","Caminero, Agustin C",,,,,,,,,,,,,,,,,,,,,,,
"Peng, Ying","Wu, Xi","Atkins, Salla","Zwarentein, Merrick","Zhu, Ming","Zhan, Xing Xin","Zhang, Fan","Ran, Peng","Yan, Wei Rong",,,,,,,,,,,,,,,,,,,
"Baggaley, Jon",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cowan, John E","Menchaca, Michael P",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dunn, Karee E","Rakes, Glenda C","Rakes, Thomas A",,,,,,,,,,,,,,,,,,,,,,,,,
"Seiver, Jillene Grover","Troja, Alicia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, Susan Y H",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Basal, Ahmet","Gurol, Mehmet",,,,,,,,,,,,,,,,,,,,,,,,,,
"Buxton, Eric C",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fang, Ning","Zhao, Xiuli",,,,,,,,,,,,,,,,,,,,,,,,,,
"Grabher, Gernot","Ibert, Oliver",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hsia, Chun-Feng","Chu, Chih-Ping",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuo, Yu-Chun","Walker, Andrew E","Schroder, Kerstin E E","Belland, Brian R",,,,,,,,,,,,,,,,,,,,,,,,
"Lamont, Scott","Brunero, Scott",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lopez Soblechero, Miguel Vicente","Gonzalez Gaya, Cristina","Hernandez Ramirez, Juan Jose",,,,,,,,,,,,,,,,,,,,,,,,,
"McGonigle, Dee","Alestock, Jennifer","Upenieks, Valda","Hine, Lois","Sisk, Rebecca","Meeks-Sjostrom, Diana",,,,,,,,,,,,,,,,,,,,,,
"Nadash, Pamela","Miller, Edward Alan","Porell, Frank W","Birchander, Ellen","Glickman, Lillian","Burr, Jeffrey A",,,,,,,,,,,,,,,,,,,,,,
"OBrien, Peter","Osbaldiston, Nick","Kendall, Gavin",,,,,,,,,,,,,,,,,,,,,,,,,
"Patriarcheas, Kiriakos","Xenos, Michalis",,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinn, Andrew","Barth, Anna M",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosa Fernandez, Ma","Valverde, Jesus",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sotelo Gomez, Fabinton","Solarte, Mario Fernando",,,,,,,,,,,,,,,,,,,,,,,,,,
